country,country_code,year,IP.PAT.RESD,indicator,indicator_code
Jordan,JOR,2014,40,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2013,35,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2012,48,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2011,40,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2010,45,"Patent applications, residents",IP.PAT.RESD
Kazakhstan,KAZ,2020,803,"Patent applications, residents",IP.PAT.RESD
Kazakhstan,KAZ,2018,789,"Patent applications, residents",IP.PAT.RESD
Kazakhstan,KAZ,2017,1055,"Patent applications, residents",IP.PAT.RESD
Kazakhstan,KAZ,2016,993,"Patent applications, residents",IP.PAT.RESD
Kazakhstan,KAZ,2015,1271,"Patent applications, residents",IP.PAT.RESD
Kazakhstan,KAZ,2014,1742,"Patent applications, residents",IP.PAT.RESD
Kazakhstan,KAZ,2013,1824,"Patent applications, residents",IP.PAT.RESD
Kazakhstan,KAZ,2011,1415,"Patent applications, residents",IP.PAT.RESD
Kazakhstan,KAZ,2010,1691,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2021,160,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2020,341,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2019,294,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2018,244,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2017,135,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2016,144,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2015,137,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2014,132,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2013,127,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2012,123,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2011,135,"Patent applications, residents",IP.PAT.RESD
Kenya,KEN,2010,77,"Patent applications, residents",IP.PAT.RESD
"Korea, Dem. People's Rep.",PRK,2020,6937,"Patent applications, residents",IP.PAT.RESD
"Korea, Dem. People's Rep.",PRK,2019,7377,"Patent applications, residents",IP.PAT.RESD
"Korea, Dem. People's Rep.",PRK,2018,7846,"Patent applications, residents",IP.PAT.RESD
"Korea, Dem. People's Rep.",PRK,2017,8095,"Patent applications, residents",IP.PAT.RESD
"Korea, Dem. People's Rep.",PRK,2012,8354,"Patent applications, residents",IP.PAT.RESD
"Korea, Dem. People's Rep.",PRK,2011,7956,"Patent applications, residents",IP.PAT.RESD
"Korea, Dem. People's Rep.",PRK,2010,8018,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2021,186245,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2020,180477,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2019,171603,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2018,162561,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2017,159084,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2016,163424,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2015,167275,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2014,164073,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2013,159978,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2012,148136,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2011,138034,"Patent applications, residents",IP.PAT.RESD
"Korea, Rep.",KOR,2010,131805,"Patent applications, residents",IP.PAT.RESD
Kuwait,KWT,2018,1,"Patent applications, residents",IP.PAT.RESD
Kuwait,KWT,2016,13,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2021,83,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2020,63,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2019,92,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2017,137,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2016,84,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2015,122,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2014,132,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2013,111,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2012,110,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2011,124,"Patent applications, residents",IP.PAT.RESD
Kyrgyz Republic,KGZ,2010,134,"Patent applications, residents",IP.PAT.RESD
Lao PDR,LAO,2018,1,"Patent applications, residents",IP.PAT.RESD
Lao PDR,LAO,2017,3,"Patent applications, residents",IP.PAT.RESD
Lao PDR,LAO,2015,1,"Patent applications, residents",IP.PAT.RESD
Lao PDR,LAO,2014,1,"Patent applications, residents",IP.PAT.RESD
Lao PDR,LAO,2013,1,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2021,104,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2020,93,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2019,82,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2018,86,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2017,90,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2016,95,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2015,136,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2014,103,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2013,225,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2012,193,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2011,173,"Patent applications, residents",IP.PAT.RESD
Latvia,LVA,2010,178,"Patent applications, residents",IP.PAT.RESD
Lebanon,LBN,2015,110,"Patent applications, residents",IP.PAT.RESD
Lebanon,LBN,2014,80,"Patent applications, residents",IP.PAT.RESD
Lebanon,LBN,2013,105,"Patent applications, residents",IP.PAT.RESD
Lesotho,LSO,2019,1,"Patent applications, residents",IP.PAT.RESD
Lesotho,LSO,2018,4,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2021,81,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2020,95,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2019,90,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2018,81,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2017,81,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2016,95,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2015,101,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2014,123,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2013,117,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2012,109,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2011,93,"Patent applications, residents",IP.PAT.RESD
Lithuania,LTU,2010,108,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2021,112,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2020,129,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2019,117,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2018,152,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2017,156,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2016,143,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2015,128,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2014,128,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2013,113,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2012,109,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2011,85,"Patent applications, residents",IP.PAT.RESD
Luxembourg,LUX,2010,79,"Patent applications, residents",IP.PAT.RESD
"Macao SAR, China",MAC,2021,2,"Patent applications, residents",IP.PAT.RESD
"Macao SAR, China",MAC,2020,3,"Patent applications, residents",IP.PAT.RESD
"Macao SAR, China",MAC,2018,1,"Patent applications, residents",IP.PAT.RESD
"Macao SAR, China",MAC,2017,1,"Patent applications, residents",IP.PAT.RESD
"Macao SAR, China",MAC,2015,3,"Patent applications, residents",IP.PAT.RESD
"Macao SAR, China",MAC,2014,2,"Patent applications, residents",IP.PAT.RESD
"Macao SAR, China",MAC,2013,6,"Patent applications, residents",IP.PAT.RESD
"Macao SAR, China",MAC,2012,5,"Patent applications, residents",IP.PAT.RESD
"Macao SAR, China",MAC,2011,4,"Patent applications, residents",IP.PAT.RESD
"Macao SAR, China",MAC,2010,4,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2021,6,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2020,6,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2018,9,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2017,9,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2016,6,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2015,3,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2014,5,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2013,4,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2012,4,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2011,3,"Patent applications, residents",IP.PAT.RESD
Madagascar,MDG,2010,9,"Patent applications, residents",IP.PAT.RESD
Malawi,MWI,2016,3,"Patent applications, residents",IP.PAT.RESD
Malawi,MWI,2015,6,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2021,883,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2020,989,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2019,1071,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2018,1116,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2017,1166,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2016,1109,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2015,1272,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2014,1353,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2013,1199,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2012,1114,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2011,1076,"Patent applications, residents",IP.PAT.RESD
Malaysia,MYS,2010,1231,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2021,5,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2020,6,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2019,5,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2018,2,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2017,5,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2016,3,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2015,9,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2014,5,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2013,13,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2012,11,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2011,9,"Patent applications, residents",IP.PAT.RESD
Malta,MLT,2010,12,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2021,6,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2020,6,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2019,4,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2018,16,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2017,1,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2016,2,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2015,1,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2014,3,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2013,2,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2012,4,"Patent applications, residents",IP.PAT.RESD
Mauritius,MUS,2011,1,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2021,1117,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2020,1132,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2019,1305,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2018,1555,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2017,1334,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2016,1310,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2015,1364,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2014,1246,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2013,1210,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2012,1294,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2011,1065,"Patent applications, residents",IP.PAT.RESD
Mexico,MEX,2010,951,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2021,64,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2020,85,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2019,85,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2018,92,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2017,73,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2016,91,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2015,64,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2014,67,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2013,67,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2012,93,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2011,97,"Patent applications, residents",IP.PAT.RESD
Moldova,MDA,2010,139,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2021,5,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2020,6,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2019,10,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2018,4,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2017,18,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2016,7,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2015,5,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2014,6,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2013,5,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2012,4,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2011,6,"Patent applications, residents",IP.PAT.RESD
Monaco,MCO,2010,6,"Patent applications, residents",IP.PAT.RESD
Mongolia,MNG,2021,109,"Patent applications, residents",IP.PAT.RESD
Mongolia,MNG,2020,66,"Patent applications, residents",IP.PAT.RESD
Mongolia,MNG,2019,84,"Patent applications, residents",IP.PAT.RESD
Mongolia,MNG,2018,82,"Patent applications, residents",IP.PAT.RESD
Mongolia,MNG,2017,124,"Patent applications, residents",IP.PAT.RESD
Mongolia,MNG,2016,112,"Patent applications, residents",IP.PAT.RESD
Mongolia,MNG,2015,109,"Patent applications, residents",IP.PAT.RESD
Mongolia,MNG,2014,139,"Patent applications, residents",IP.PAT.RESD
Mongolia,MNG,2013,133,"Patent applications, residents",IP.PAT.RESD
Mongolia,MNG,2010,110,"Patent applications, residents",IP.PAT.RESD
Montenegro,MNE,2020,5,"Patent applications, residents",IP.PAT.RESD
Montenegro,MNE,2019,16,"Patent applications, residents",IP.PAT.RESD
Montenegro,MNE,2018,3,"Patent applications, residents",IP.PAT.RESD
Montenegro,MNE,2016,10,"Patent applications, residents",IP.PAT.RESD
Montenegro,MNE,2015,23,"Patent applications, residents",IP.PAT.RESD
Montenegro,MNE,2014,13,"Patent applications, residents",IP.PAT.RESD
Montenegro,MNE,2013,23,"Patent applications, residents",IP.PAT.RESD
Montenegro,MNE,2012,37,"Patent applications, residents",IP.PAT.RESD
Montenegro,MNE,2011,20,"Patent applications, residents",IP.PAT.RESD
Montenegro,MNE,2010,23,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2021,254,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2020,250,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2019,199,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2018,187,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2017,198,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2016,237,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2015,224,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2014,355,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2013,316,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2012,197,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2011,169,"Patent applications, residents",IP.PAT.RESD
Morocco,MAR,2010,152,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2021,30,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2020,26,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2019,23,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2018,34,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2017,24,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2016,15,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2015,24,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2014,14,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2013,13,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2012,14,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2011,8,"Patent applications, residents",IP.PAT.RESD
Mozambique,MOZ,2010,15,"Patent applications, residents",IP.PAT.RESD
Namibia,NAM,2019,8,"Patent applications, residents",IP.PAT.RESD
Namibia,NAM,2018,21,"Patent applications, residents",IP.PAT.RESD
Namibia,NAM,2017,10,"Patent applications, residents",IP.PAT.RESD
Namibia,NAM,2016,18,"Patent applications, residents",IP.PAT.RESD
Namibia,NAM,2015,13,"Patent applications, residents",IP.PAT.RESD
Nepal,NPL,2017,20,"Patent applications, residents",IP.PAT.RESD
Nepal,NPL,2016,11,"Patent applications, residents",IP.PAT.RESD
Nepal,NPL,2015,11,"Patent applications, residents",IP.PAT.RESD
Nepal,NPL,2014,10,"Patent applications, residents",IP.PAT.RESD
Nepal,NPL,2013,18,"Patent applications, residents",IP.PAT.RESD
Nepal,NPL,2012,4,"Patent applications, residents",IP.PAT.RESD
Nepal,NPL,2011,8,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2021,2080,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2020,2198,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2019,2228,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2018,2111,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2017,2241,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2016,2290,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2015,2207,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2014,2294,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2013,2315,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2012,2375,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2011,2585,"Patent applications, residents",IP.PAT.RESD
Netherlands,NLD,2010,2527,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2021,330,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2020,348,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2019,324,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2018,1017,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2017,1014,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2016,1075,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2015,1184,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2014,1636,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2013,1614,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2012,1425,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2011,1501,"Patent applications, residents",IP.PAT.RESD
New Zealand,NZL,2010,1585,"Patent applications, residents",IP.PAT.RESD
Nicaragua,NIC,2014,1,"Patent applications, residents",IP.PAT.RESD
Nicaragua,NIC,2013,3,"Patent applications, residents",IP.PAT.RESD
Nicaragua,NIC,2012,4,"Patent applications, residents",IP.PAT.RESD
Nicaragua,NIC,2011,2,"Patent applications, residents",IP.PAT.RESD
Nigeria,NGA,2020,410,"Patent applications, residents",IP.PAT.RESD
Nigeria,NGA,2019,439,"Patent applications, residents",IP.PAT.RESD
Nigeria,NGA,2018,382,"Patent applications, residents",IP.PAT.RESD
Nigeria,NGA,2017,100,"Patent applications, residents",IP.PAT.RESD
Nigeria,NGA,2016,85,"Patent applications, residents",IP.PAT.RESD
Nigeria,NGA,2013,50,"Patent applications, residents",IP.PAT.RESD
Nigeria,NGA,2012,42,"Patent applications, residents",IP.PAT.RESD
Nigeria,NGA,2011,64,"Patent applications, residents",IP.PAT.RESD
North Macedonia,MKD,2021,42,"Patent applications, residents",IP.PAT.RESD
North Macedonia,MKD,2020,47,"Patent applications, residents",IP.PAT.RESD
North Macedonia,MKD,2013,42,"Patent applications, residents",IP.PAT.RESD
North Macedonia,MKD,2012,50,"Patent applications, residents",IP.PAT.RESD
North Macedonia,MKD,2011,37,"Patent applications, residents",IP.PAT.RESD
North Macedonia,MKD,2010,27,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2021,946,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2020,880,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2019,957,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2018,1082,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2017,1152,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2016,1227,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2015,1153,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2014,1106,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2013,1101,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2012,1009,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2011,1122,"Patent applications, residents",IP.PAT.RESD
Norway,NOR,2010,1117,"Patent applications, residents",IP.PAT.RESD
Oman,OMN,2021,30,"Patent applications, residents",IP.PAT.RESD
Oman,OMN,2020,11,"Patent applications, residents",IP.PAT.RESD
Oman,OMN,2019,30,"Patent applications, residents",IP.PAT.RESD
Oman,OMN,2018,16,"Patent applications, residents",IP.PAT.RESD
Oman,OMN,2017,4,"Patent applications, residents",IP.PAT.RESD
Oman,OMN,2016,3,"Patent applications, residents",IP.PAT.RESD
Oman,OMN,2015,5,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2021,426,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2020,338,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2019,313,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2018,306,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2017,193,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2016,204,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2015,209,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2014,146,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2013,151,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2012,96,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2011,92,"Patent applications, residents",IP.PAT.RESD
Pakistan,PAK,2010,114,"Patent applications, residents",IP.PAT.RESD
Panama,PAN,2021,35,"Patent applications, residents",IP.PAT.RESD
Panama,PAN,2020,22,"Patent applications, residents",IP.PAT.RESD
Panama,PAN,2019,34,"Patent applications, residents",IP.PAT.RESD
Panama,PAN,2018,135,"Patent applications, residents",IP.PAT.RESD
Panama,PAN,2017,33,"Patent applications, residents",IP.PAT.RESD
Panama,PAN,2016,68,"Patent applications, residents",IP.PAT.RESD
Panama,PAN,2015,14,"Patent applications, residents",IP.PAT.RESD
Panama,PAN,2014,13,"Patent applications, residents",IP.PAT.RESD
Panama,PAN,2013,9,"Patent applications, residents",IP.PAT.RESD
Panama,PAN,2011,21,"Patent applications, residents",IP.PAT.RESD
Papua New Guinea,PNG,2015,1,"Patent applications, residents",IP.PAT.RESD
Paraguay,PRY,2021,10,"Patent applications, residents",IP.PAT.RESD
Paraguay,PRY,2020,14,"Patent applications, residents",IP.PAT.RESD
Paraguay,PRY,2019,4,"Patent applications, residents",IP.PAT.RESD
Paraguay,PRY,2018,34,"Patent applications, residents",IP.PAT.RESD
Paraguay,PRY,2010,18,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2021,94,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2020,125,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2019,137,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2018,89,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2017,100,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2016,72,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2015,67,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2014,83,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2013,73,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2012,54,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2011,39,"Patent applications, residents",IP.PAT.RESD
Peru,PER,2010,39,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2021,490,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2020,476,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2019,501,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2018,529,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2017,323,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2016,327,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2015,375,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2014,334,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2013,220,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2012,162,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2011,186,"Patent applications, residents",IP.PAT.RESD
Philippines,PHL,2010,170,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2021,3377,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2020,4010,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2019,3887,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2018,4207,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2017,3924,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2016,4261,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2015,4676,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2014,3941,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2013,4237,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2012,4410,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2011,3879,"Patent applications, residents",IP.PAT.RESD
Poland,POL,2010,3203,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2021,711,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2020,695,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2019,703,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2018,661,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2017,644,"Patent applications, residents",IP.PAT.RESD
